Title,Subtitle,Rating,Authors,Series,Volume,Publisher,Release Date,Description,ISBN-10,ISBN-13,Google ID,No. Of Pages,Dimensions,Collections,Subjects,Notes,Cover Image URL,Info URL
The video games guide,"from Pong to Playstation 3, over forty years of computer and video games",,Matt Fox,,,Boxtree,2006-01-01,"At last, the video game equivalent of the film guide is here! Six years in the making, The Video Games Guide is a lovingly compiled A to Z bible of the good, the bad and the obscure from over forty years of video gaming. Packed with engaging and insightful reviews, choice nuggets of trivia and displaying a true passion and knowledge of its subject, the guide also includes full-colour screenshots of every five-star rated game. This colour section shows a 'visual timeline' of video games, allowing fans to track the wondrous progress of game graphics from 1962's Spacewar right through to the present day. Cross-referenced appendices detail the best-known game designers, a full year-by-year listing of consoles and computers, a chronological list of all the games included in the guide and information about major gaming awards, making The Video Games Guide a truly essential reference book for the gaming fan and industry professional alike. From Pong to PlayStation 3, it is both an archive and a celebration of all the games that have enthralled, challenged and entertained us through the years.",0752226258,9780752226255,aCz1AQAACAAJ,550,18.3x24.0x3.8 cm,,"Computer games, Video games, Games / Video & Electronic",,http://bks5.books.google.com/books?id=aCz1AQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=aCz1AQAACAAJ
The Wheel of Time 06. Lord of Chaos,,,Robert Jordan,,,"Little, Brown Book Group",,,185723300X,9781857233001,2VWgcQAACAAJ,,10.9x18.0x4.8 cm,,,,,http://books.google.com/books?id=2VWgcQAACAAJ
The Wheel of Time 12. The Gathering Storm,,,"Robert Jordan, Brandon Sanderson",,,"Little, Brown Book Group Limited",2009-10-30,"The most eagerly anticipated fantasy novel of the last two decades, THE GATHERING STORM has been completed by acclaimed fantasy author Brandon Sanderson from Robert Jordan's extensive notes. It will begin the final chapter of the compelling saga that started almost twenty years ago with THE EYE OF THE WORLD.",1841491659,9781841491653,JJ5JPQAACAAJ,783,16.1x24.1x6.6 cm,,"Fiction / Fantasy / General, Fiction / Fantasy / Epic",,http://bks0.books.google.com/books?id=JJ5JPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=JJ5JPQAACAAJ
The Wheel of Time 13. Towers of Midnight,,,"Robert Jordan, Brandon Sanderson",,,"Little, Brown Book Group Limited",2010-11-02,"The Last Battle has started. The seals on the Dark One's prison are crumbling. The Pattern itself is unravelling, and the armies of the Shadow have begun to boil out of the Blight.Perrin Aybara is haunted by spectres from his past. To prevail, he must find a way to master the wolf within him or lose himself to it for ever.Meanwhile, Matrim Cauthon prepares for the most difficult challenge of his life. The Tower of Ghenjei awaits, and its secrets will reveal the fate of a friend long lost.The end draws near. It's time to roll the dice.",184149867X,9781841498676,x8WMQgAACAAJ,864,15.9x24.0x7.0 cm,,"Fiction / Fantasy / General, Fiction / Fantasy / Epic",,http://bks0.books.google.com/books?id=x8WMQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=x8WMQgAACAAJ
This Diary Will Change Your Life 2007,,,Benrik,,,Boxtree,2006-10-13,"The anarchic authors of cult bestseller ""This Diary Will Change Your Life"" are back with the 2007 edition. Now in its fourth year, this diary doesn't just record your daily doings; it dictates them, resulting in what the editors call 'extreme self-improvement'. Benrik provide 52 weeks' worth of hilarious instructions that will tear your routine to shreds and make 2007 impossible to forget, even with the help of expensive psychotherapy. Part instruction book, part religious cult, part sheer mayhem, it's guaranteed to change anyone's life, and - who knows? - it may even be for the better... 'Hip, visually delightful, and almost endlessly engaging book...they have solved at least one of your Christmas present problems' ""Guardian""",0752226177,9780752226170,PC7xAQAACAAJ,176,14.5x19.3x1.5 cm,,Self-Help / Personal Growth / General,,http://bks3.books.google.com/books?id=PC7xAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=PC7xAQAACAAJ
Twelfth night,,,William Shakespeare,,,Hodder & Stoughton,1998-01-01,"About the Series: No other series of classic texts equals the caliber of the Norton Critical Editions. Each volume combines the most authoritative text available with the comprehensive pedagogical apparatus necessary to appreciate the work fully. Careful editing, first-rate translation, and thorough explanatory annotations allow each text to meet the highest literary standards while remaining accessible to students. Each edition is printed on acid-free paper and every text in the series remains in print. Norton Critical Editions are the choice for excellence in scholarship for students at more than 2,000 universities worldwide.",0582365783,9780582365780,flQ-PgAACAAJ,226,15.3x22.8x1.4 cm,,"Juvenile Nonfiction / General, Juvenile Nonfiction / Drama",,,http://books.google.com/books?id=flQ-PgAACAAJ
Two caravans,,,Marina Lewycka,,,Penguin Books,2008-01-01,"A field of strawberries in Kent ... And sitting in it two caravans - one for the men and one for the women. The residents are from all over: miner's son Andriy is from the old Ukraine, while sexy young Irina is from the new: they eye each other warily. There are the Poles Tomasz and Yola, two Chinese girls and Emanuel from Malawi. They're all here to pick strawberries in England's green and pleasant land. But these days England's not so pleasant for immigrants. Not with Russian gangster-wannabes like Vulk, who's taken a shine to Irina and thinks kidnapping is a wooing strategy. And so Andriy - who really doesn't fancy Irina, honest - must set off in search of that girl he's not in love with.",0141026995,9780141026992,sHt2PwAACAAJ,320,12.9x19.8x2.0 cm,,"Foreign workers, Strawberry industry, Fiction / General, Fiction / Humorous",,http://bks7.books.google.com/books?id=sHt2PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=sHt2PwAACAAJ
Understanding computer science for advanced level,,,Ray Bradley,,,Stanley Thornes,1995-07-24,,0748719792,9780748719792,_FjQNwAACAAJ,709,20.0x27.0 cm,,"Computer science, Electronic digital computers, Computers / Computer Science",,http://bks7.books.google.com/books?id=_FjQNwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=_FjQNwAACAAJ
Upgrading and repairing PCs,,,Scott Mueller,,,Que,2008-01-01,"""...perhaps the most comprehensive book on the subject we've ever seen. It's incredibly well researched, well written, and jam packed with useful information."" --Josh Norem, Reviews Editor, Maximum PC Upgrading and Repairing PCsis the definitive guide to the inner workings of your PC. Whether you're adding a faster processor or bigger hard drive, tracking down a problem, or just want to understand how the components of your computer work together, this book explains everything you need to know. Trust the one book that has become the de facto standard among PC professionals and enthusiasts around the world. World-renowned PC hardware expert Scott Mueller has taught thousands in his week-long seminars and millions through his books, videos, and magazine articles. Major changes in the PC hardware industry--including coverage of new Core 2 processors from Intel, Socket AM2 processors from AMD, and significant advances in motherboard chipsets, Blu-ray, and HD-DVD--make Upgrading and Repairing PCs, 18th Edition, an indispensable addition to every serious computer user's bookshelf...that is, if it ever leaves their desks. Readers from around the world trust their computers to Scott. Upgrading and Repairing PCs is found on the desks of teachers, students, hobbyists, repair technicians, and even law enforcement agencies that use this book to aid them in tracking criminals. New in This Book Deep coverage of the new Core 2 (8th gen or ""886"") processors, featuring the new ""Core Microarchitecture"" Cutting edge coverage of quad-core desktop (Kentsfield) processor versions Detailed coverage of AMD's Socket AM2 processors Coverage of evolutionary changes in chipsets, including new versions of Intel's 9xx series chipsets and new 3x series Intel chipsets; coverage of new chipsets from Nvidia, VIA, and SiS has also been added Coverage of the new DTX and Mini-DTX motherboard form factors from the newly formed alliance between AMD and ATI Beefed-up coverage of Blu-ray and HD-DVD drives/players Extensive coverage of new GPUs in addition to heavy-duty coverage of SLI and Crossfire Building a PC from scratch--from assembling the hardware to BIOS setup and installing Microsoft Windows XP or Vista On the DVD DVD contains 2 hours of all new, studio-quality video--playable in your set-top DVD player and your computer! Scott digs deep into networking, showing all the components needed to build a SOHO (Small Office Home Office) network. Coverage includes network adapters, routers, switches, access points, cable/DSL modems, and cabling. Upgrading an existing network to gigabit speeds is also covered, as well as the latest wireless network technology. The DVD also contains a previously published edition of the book as well as technical reference material, a glossary, and an acronym index. Whether you're building a hot new PC for home or work, or nursing an aging and ailing PC back to health, these materials prove to be worth their weight in gold to the serious PC technician or hobbyist. www.upgradingandrepairingpcs.com If you don't have a DVD player or only have a set-top DVD, visit www.upgradingandrepairingpcs.com to download all the video from the DVD in Windows Media Player format as well as the PDFs and other materials on the DVD! Plus, check out monthly articles, FAQs, and video from earlier editions you might have missed! Introduction 1 1 Development of the PC 7 2 PC Components, Features and System Design 25 3 Microprocessor Types and Specifications 39 4 Motherboards and Buses 235 5 BIOS 441 6 Memory 509 7 The ATA/IDE Interface 581 8 Magnetic Storage Principles 637",0789736977,9780789736970,mOKfSAAACAAJ,1556,18.1x23.7x6.2 cm,,"Electronic books, Microcomputers - Equipment and supplies, Microcomputers - Maintenance and repair, Microcomputers - Upgrading, Microcomputers/ Equipment and supplies, Microcomputers/ Maintenance and repair, Microcomputers/ Upgrading, Microcomputers, Computers / Systems Architecture / General, Computers / Hardware / Personal Computers / General, Computers / Hardware / Personal Computers / PCs",,http://bks5.books.google.com/books?id=mOKfSAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=mOKfSAAACAAJ
VB.NET Language Pocket Reference,,,"Steven Roman, Ron Petrusha, Paul Lomax",,,"O'Reilly Media, Inc.",2002-12-03,"Visual Basic .NET is a radically new version of Microsoft Visual Basic, the world's most widely used rapid application development (RAD) package. Whether you are just beginning application development with Visual Basic .NET or are already deep in code, you will appreciate just how easy and valuable the ""VB.NET Language Pocket Reference"" is. ""VB.NET Language Pocket Reference"" contains a concise description of all language elements by category. These include language elements implemented by the Visual Basic compiler, as well as all procedures and functions implemented in the Microsoft.VisualBasic namespace. Use it anytime you want to look up those pesky details of Visual Basic syntax or usage. With concise detail and no fluff, you'll want to take this book everywhere.",0596004281,9780596004286,Sgd2Cc9XmOgC,156,12.6x17.0x1.2 cm,,"BASIC (Computer program language), Electronic books, Microsoft .NET Framework, Microsoft .NET, Microsoft Visual BASIC, Visual programming languages (Computer science), Computers / Programming / General, Computers / Programming Languages / Visual BASIC, Computers / Web / General, Computers / Internet / Application Development",,http://bks8.books.google.com/books?id=Sgd2Cc9XmOgC&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=Sgd2Cc9XmOgC
